channel_id,source,source_family,validation_split,channel_path,ports,selected_candidate,selected_candidate_family,selected_fit_source,selected_use_scope,independent_trust_class,independent_warn_reasons,case,hspice_return_code,hspice_tr0,hspice_lis,ngspice_raw,ngspice_log,ngspice_return_code,tx_rmse_v,tx_maxabs_v,rx_rmse_v,rx_maxabs_v,hspice_tx_low_v,hspice_tx_active_v,hspice_tx_threshold_v,hspice_rx_low_v,hspice_rx_active_v,hspice_rx_threshold_v,ngspice_tx_low_v,ngspice_tx_active_v,ngspice_tx_threshold_v,ngspice_rx_low_v,ngspice_rx_active_v,ngspice_rx_threshold_v,hspice_tx_swing_v,hspice_rx_swing_v,ngspice_tx_swing_v,ngspice_rx_swing_v,threshold_v,tx_active_rmse_v,tx_active_maxabs_v,rx_active_rmse_v,rx_active_maxabs_v,hspice_tx_rise_threshold_crossing_count,hspice_tx_fall_threshold_crossing_count,hspice_rx_rise_threshold_crossing_count,hspice_rx_fall_threshold_crossing_count,hspice_tx_rise50_ns,hspice_rx_rise50_ns,hspice_tx_fall50_ns,hspice_rx_fall50_ns,hspice_rx_minus_tx_rise50_ps,hspice_rx_minus_tx_fall50_ps,ngspice_tx_rise_threshold_crossing_count,ngspice_tx_fall_threshold_crossing_count,ngspice_rx_rise_threshold_crossing_count,ngspice_rx_fall_threshold_crossing_count,ngspice_tx_rise50_ns,ngspice_rx_rise50_ns,ngspice_tx_fall50_ns,ngspice_rx_fall50_ns,ngspice_rx_minus_tx_rise50_ps,ngspice_rx_minus_tx_fall50_ps,rx_minus_tx_rise50_ps_delta_ps,rx_minus_tx_fall50_ps_delta_ps,correlation_status,overlay_plot,hspice_threshold_delay_confidence,hspice_threshold_delay_confidence_reasons,hspice_audit_class,hspice_audit_reason
Clarity_example_acf20e4a,skrf_tests,skrf_tests,calibration,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Clarity_example.S2P,2,vector_3r3c,full_vector_fit,vector_fit_frequency_domain,general_multiport,WARN,rx_overshoot_margin;rx_undershoot_margin,audit_amp1p5_edge5_r50,0,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Clarity_example_acf20e4a/hspice_audit/audit_amp1p5_edge5_r50_hspice.tr0,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Clarity_example_acf20e4a/hspice_audit/audit_amp1p5_edge5_r50_hspice.lis,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Clarity_example_acf20e4a/hspice_audit/ngspice/audit_amp1p5_edge5_r50.raw,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Clarity_example_acf20e4a/hspice_audit/ngspice/audit_amp1p5_edge5_r50.log,0,0.005219483075786746,0.0412880031643318,0.023282249751111313,0.19666711928883485,5.024248e-90,0.78339905,0.391699525,8.024863e-90,1.0223795,0.51118975,0.0,0.7494581466891982,0.3747290733445991,0.0,0.7477346002328695,0.37386730011643476,0.78339905,1.0223795,0.7494581466891982,0.7477346002328695,0.51118975,0.00817599378505233,0.0412880031643318,0.04715127710963358,0.19666711928883485,1,1,1,3,1.0025867699175792,1.3840772256317164,9.00232105774671,9.050898067201201,381.4904557141372,48.5770094544909,1,1,1,3,1.0022611512720305,1.3816014750194812,9.002063830269035,9.0033111963293,379.3403237474508,1.2473660602638947,-2.1501319666864447,-47.329643394227006,ok,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Clarity_example_acf20e4a/plots/audit_amp1p5_edge5_r50_hspice_vs_ngspice.png,low,hspice_rx_fall_threshold_ambiguous;ngspice_rx_fall_threshold_ambiguous,FAIL,rx_active_rmse;rx_active_maxabs
Clarity_example_acf20e4a,skrf_tests,skrf_tests,calibration,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Clarity_example.S2P,2,vector_3r3c,full_vector_fit,vector_fit_frequency_domain,general_multiport,WARN,rx_overshoot_margin;rx_undershoot_margin,audit_amp1p5_edge50_r50,0,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Clarity_example_acf20e4a/hspice_audit/audit_amp1p5_edge50_r50_hspice.tr0,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Clarity_example_acf20e4a/hspice_audit/audit_amp1p5_edge50_r50_hspice.lis,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Clarity_example_acf20e4a/hspice_audit/ngspice/audit_amp1p5_edge50_r50.raw,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Clarity_example_acf20e4a/hspice_audit/ngspice/audit_amp1p5_edge50_r50.log,0,0.004650889611795459,0.02053560172787031,0.012044062662261977,0.09833911188892541,5.024248e-90,0.78306435,0.391532175,8.024863e-90,0.88142995,0.440714975,0.0,0.7494400125993672,0.3747200062996836,0.0,0.7477345247779452,0.3738672623889726,0.78306435,0.88142995,0.7494400125993672,0.7477345247779452,0.440714975,0.006649356387560488,0.02053560172787031,0.023348112314136974,0.09833911188892541,1,1,1,1,1.0255066621420925,1.387711281791487,9.02292949437862,9.353125071668451,362.2046196493945,330.19557728983216,1,1,1,1,1.0235280285128878,1.391728042401773,9.021422901345764,9.368376637563355,368.2000138888851,346.9537362175901,5.995394239490622,16.75815892775796,ok,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Clarity_example_acf20e4a/plots/audit_amp1p5_edge50_r50_hspice_vs_ngspice.png,high,,FAIL,rx_active_rmse;rx_active_maxabs
Clarity_example_acf20e4a,skrf_tests,skrf_tests,calibration,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Clarity_example.S2P,2,vector_3r3c,full_vector_fit,vector_fit_frequency_domain,general_multiport,WARN,rx_overshoot_margin;rx_undershoot_margin,audit_amp1p5_edge500_r50,0,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Clarity_example_acf20e4a/hspice_audit/audit_amp1p5_edge500_r50_hspice.tr0,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Clarity_example_acf20e4a/hspice_audit/audit_amp1p5_edge500_r50_hspice.lis,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Clarity_example_acf20e4a/hspice_audit/ngspice/audit_amp1p5_edge500_r50.raw,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Clarity_example_acf20e4a/hspice_audit/ngspice/audit_amp1p5_edge500_r50.log,0,0.00377537502735838,0.006588246931834275,0.004733943765574022,0.019634684163285898,5.024248e-90,0.7799969,0.38999845,8.024863e-90,0.7456798,0.3728399,0.0,0.7494302646285413,0.37471513231427067,0.0,0.7477312225004616,0.3738656112502308,0.7799969,0.7456798,0.7494302646285413,0.7477312225004616,0.3728399,0.0038107116586001723,0.006588246931834275,0.006424750303628422,0.019634684163285898,1,1,1,1,1.2496141029903063,1.6221884617790072,9.225959991130342,9.618808111264999,372.57435878870075,392.8481201346566,1,1,1,1,1.2484988799623316,1.6053258147566714,9.22907313239376,9.606926094018025,356.8269347943397,377.85296162426533,-15.747423994361043,-14.995158510391263,ok,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Clarity_example_acf20e4a/plots/audit_amp1p5_edge500_r50_hspice_vs_ngspice.png,high,,PASS,thresholds passed
ntwk2_e1c16499,skrf_tests,skrf_tests,calibration,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/ntwk2.s2p,2,vector_5r5c,full_vector_fit,vector_fit_frequency_domain,general_multiport,WARN,passivity_margin_low;rx_overshoot_margin;rx_undershoot_margin;threshold_delay_confidence_low;tx_edge_ringing_threshold_ambiguous;voltage_shape_ok_threshold_delay_low,audit_amp1p5_edge5_r50,0,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_e1c16499/hspice_audit/audit_amp1p5_edge5_r50_hspice.tr0,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_e1c16499/hspice_audit/audit_amp1p5_edge5_r50_hspice.lis,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_e1c16499/hspice_audit/ngspice/audit_amp1p5_edge5_r50.raw,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_e1c16499/hspice_audit/ngspice/audit_amp1p5_edge5_r50.log,0,0.0030594974242523303,0.10722162515381473,0.0012701794563947835,0.041676983636416254,1.078149e-79,0.7834442,0.3917221,7.863326e-80,0.7131999,0.35659995,0.0,0.7857142857758898,0.3928571428879449,0.0,0.7142857140746766,0.3571428570373383,0.7834442,0.7131999,0.7857142857758898,0.7142857140746766,0.35659995,0.0063788118755886865,0.10722162515381473,0.0026082522052489863,0.041676983636416254,1,1,1,1,1.003129950041007,1.0109763419206572,9.003135472211019,9.011004158479608,7.846391879650251,7.868686268588723,3,3,1,1,1.0020741523362837,1.011688640278405,9.002114484677715,9.011662781831387,9.614487942121539,9.54829715367121,1.7680960624712876,1.6796108850824876,ok,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_e1c16499/plots/audit_amp1p5_edge5_r50_hspice_vs_ngspice.png,low,ngspice_tx_fall_threshold_ambiguous;ngspice_tx_rise_threshold_ambiguous,WARN,voltage_pass_threshold_delay_confidence_low
ntwk2_e1c16499,skrf_tests,skrf_tests,calibration,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/ntwk2.s2p,2,vector_5r5c,full_vector_fit,vector_fit_frequency_domain,general_multiport,WARN,passivity_margin_low;rx_overshoot_margin;rx_undershoot_margin;threshold_delay_confidence_low;tx_edge_ringing_threshold_ambiguous;voltage_shape_ok_threshold_delay_low,audit_amp1p5_edge50_r50,0,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_e1c16499/hspice_audit/audit_amp1p5_edge50_r50_hspice.tr0,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_e1c16499/hspice_audit/audit_amp1p5_edge50_r50_hspice.lis,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_e1c16499/hspice_audit/ngspice/audit_amp1p5_edge50_r50.raw,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_e1c16499/hspice_audit/ngspice/audit_amp1p5_edge50_r50.log,0,0.0011212616084508742,0.008201018934340998,0.000561925529989189,0.0062980111997273935,1.078149e-79,0.7834398499999999,0.39171992499999997,7.863326e-80,0.7131978,0.3565989,0.0,0.7857142857758772,0.3928571428879386,0.0,0.7142857140743843,0.3571428570371922,0.7834398499999999,0.7131978,0.7857142857758772,0.7142857140743843,0.3565989,0.0023208196991222176,0.008201018934340998,0.0011635041991754813,0.0062980111997273935,1,1,1,1,1.0290117586131153,1.0344354080864722,9.02901021998928,9.034434328658426,5.423649473356741,5.424108669145881,1,1,1,1,1.02894096045911,1.034393382215907,9.029096056574389,9.034471007407314,5.452421756797042,5.374950832924843,0.02877228344030147,-0.04915783622103831,ok,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_e1c16499/plots/audit_amp1p5_edge50_r50_hspice_vs_ngspice.png,high,,PASS,thresholds passed
ntwk2_e1c16499,skrf_tests,skrf_tests,calibration,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/ntwk2.s2p,2,vector_5r5c,full_vector_fit,vector_fit_frequency_domain,general_multiport,WARN,passivity_margin_low;rx_overshoot_margin;rx_undershoot_margin;threshold_delay_confidence_low;tx_edge_ringing_threshold_ambiguous;voltage_shape_ok_threshold_delay_low,audit_amp1p5_edge500_r50,0,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_e1c16499/hspice_audit/audit_amp1p5_edge500_r50_hspice.tr0,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_e1c16499/hspice_audit/audit_amp1p5_edge500_r50_hspice.lis,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_e1c16499/hspice_audit/ngspice/audit_amp1p5_edge500_r50.raw,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_e1c16499/hspice_audit/ngspice/audit_amp1p5_edge500_r50.log,0,0.0010791585882260508,0.0025827526650958887,0.0005173440400195725,0.0017033056727694396,1.078149e-79,0.7834253,0.39171265,7.863326e-80,0.7131901,0.35659505,0.0,0.7857142857757868,0.3928571428878934,0.0,0.7142857140717982,0.3571428570358991,0.7834253,0.7131901,0.7857142857757868,0.7142857140717982,0.35659505,0.0021890146312875357,0.0025827526650958887,0.0010499973284028464,0.0017033056727694396,1,1,1,1,1.2535566152863415,1.2591847141139678,9.253554763163205,9.259183621595978,5.628098827626293,5.628858432772325,1,1,1,1,1.2532219028066256,1.2590212969450731,9.254678530118424,9.25978822679523,5.799394138447566,5.109696676806132,0.17129531082127247,-0.5191617559661932,ok,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_e1c16499/plots/audit_amp1p5_edge500_r50_hspice_vs_ngspice.png,high,,PASS,thresholds passed
ntwk2_24638a5f,skrf_tests,skrf_tests,calibration,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/ntwks/ntwk2.s2p,2,vector_5r5c,full_vector_fit,vector_fit_frequency_domain,general_multiport,WARN,passivity_margin_low;rx_overshoot_margin;rx_undershoot_margin;threshold_delay_confidence_low;tx_edge_ringing_threshold_ambiguous;voltage_shape_ok_threshold_delay_low,audit_amp1p5_edge5_r50,0,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_24638a5f/hspice_audit/audit_amp1p5_edge5_r50_hspice.tr0,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_24638a5f/hspice_audit/audit_amp1p5_edge5_r50_hspice.lis,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_24638a5f/hspice_audit/ngspice/audit_amp1p5_edge5_r50.raw,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_24638a5f/hspice_audit/ngspice/audit_amp1p5_edge5_r50.log,0,0.0030594974242523303,0.10722162515381473,0.0012701794563947835,0.041676983636416254,1.078149e-79,0.7834442,0.3917221,7.863326e-80,0.7131999,0.35659995,0.0,0.7857142857758898,0.3928571428879449,0.0,0.7142857140746766,0.3571428570373383,0.7834442,0.7131999,0.7857142857758898,0.7142857140746766,0.35659995,0.0063788118755886865,0.10722162515381473,0.0026082522052489863,0.041676983636416254,1,1,1,1,1.003129950041007,1.0109763419206572,9.003135472211019,9.011004158479608,7.846391879650251,7.868686268588723,3,3,1,1,1.0020741523362837,1.011688640278405,9.002114484677715,9.011662781831387,9.614487942121539,9.54829715367121,1.7680960624712876,1.6796108850824876,ok,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_24638a5f/plots/audit_amp1p5_edge5_r50_hspice_vs_ngspice.png,low,ngspice_tx_fall_threshold_ambiguous;ngspice_tx_rise_threshold_ambiguous,WARN,voltage_pass_threshold_delay_confidence_low
ntwk2_24638a5f,skrf_tests,skrf_tests,calibration,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/ntwks/ntwk2.s2p,2,vector_5r5c,full_vector_fit,vector_fit_frequency_domain,general_multiport,WARN,passivity_margin_low;rx_overshoot_margin;rx_undershoot_margin;threshold_delay_confidence_low;tx_edge_ringing_threshold_ambiguous;voltage_shape_ok_threshold_delay_low,audit_amp1p5_edge50_r50,0,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_24638a5f/hspice_audit/audit_amp1p5_edge50_r50_hspice.tr0,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_24638a5f/hspice_audit/audit_amp1p5_edge50_r50_hspice.lis,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_24638a5f/hspice_audit/ngspice/audit_amp1p5_edge50_r50.raw,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_24638a5f/hspice_audit/ngspice/audit_amp1p5_edge50_r50.log,0,0.0011212616084508742,0.008201018934340998,0.000561925529989189,0.0062980111997273935,1.078149e-79,0.7834398499999999,0.39171992499999997,7.863326e-80,0.7131978,0.3565989,0.0,0.7857142857758772,0.3928571428879386,0.0,0.7142857140743843,0.3571428570371922,0.7834398499999999,0.7131978,0.7857142857758772,0.7142857140743843,0.3565989,0.0023208196991222176,0.008201018934340998,0.0011635041991754813,0.0062980111997273935,1,1,1,1,1.0290117586131153,1.0344354080864722,9.02901021998928,9.034434328658426,5.423649473356741,5.424108669145881,1,1,1,1,1.02894096045911,1.034393382215907,9.029096056574389,9.034471007407314,5.452421756797042,5.374950832924843,0.02877228344030147,-0.04915783622103831,ok,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_24638a5f/plots/audit_amp1p5_edge50_r50_hspice_vs_ngspice.png,high,,PASS,thresholds passed
ntwk2_24638a5f,skrf_tests,skrf_tests,calibration,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/ntwks/ntwk2.s2p,2,vector_5r5c,full_vector_fit,vector_fit_frequency_domain,general_multiport,WARN,passivity_margin_low;rx_overshoot_margin;rx_undershoot_margin;threshold_delay_confidence_low;tx_edge_ringing_threshold_ambiguous;voltage_shape_ok_threshold_delay_low,audit_amp1p5_edge500_r50,0,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_24638a5f/hspice_audit/audit_amp1p5_edge500_r50_hspice.tr0,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_24638a5f/hspice_audit/audit_amp1p5_edge500_r50_hspice.lis,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_24638a5f/hspice_audit/ngspice/audit_amp1p5_edge500_r50.raw,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_24638a5f/hspice_audit/ngspice/audit_amp1p5_edge500_r50.log,0,0.0010791585882260508,0.0025827526650958887,0.0005173440400195725,0.0017033056727694396,1.078149e-79,0.7834253,0.39171265,7.863326e-80,0.7131901,0.35659505,0.0,0.7857142857757868,0.3928571428878934,0.0,0.7142857140717982,0.3571428570358991,0.7834253,0.7131901,0.7857142857757868,0.7142857140717982,0.35659505,0.0021890146312875357,0.0025827526650958887,0.0010499973284028464,0.0017033056727694396,1,1,1,1,1.2535566152863415,1.2591847141139678,9.253554763163205,9.259183621595978,5.628098827626293,5.628858432772325,1,1,1,1,1.2532219028066256,1.2590212969450731,9.254678530118424,9.25978822679523,5.799394138447566,5.109696676806132,0.17129531082127247,-0.5191617559661932,ok,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/ntwk2_24638a5f/plots/audit_amp1p5_edge500_r50_hspice_vs_ngspice.png,high,,PASS,thresholds passed
RS_ZNB8_23e14c3f,skrf_tests,skrf_tests,calibration,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/RS_ZNB8.s4p,4,reduced_4p_dominant_delay_rc,reduced_4p_dominant_delay_rc,touchstone_time_domain,matched_50ohm_reduced_4p,WARN,reduced_4p_not_full_matrix;rx_edge_ringing_threshold_ambiguous;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,audit_amp1p5_edge5_r50,0,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/RS_ZNB8_23e14c3f/hspice_audit/audit_amp1p5_edge5_r50_hspice.tr0,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/RS_ZNB8_23e14c3f/hspice_audit/audit_amp1p5_edge5_r50_hspice.lis,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/RS_ZNB8_23e14c3f/hspice_audit/ngspice/audit_amp1p5_edge5_r50.raw,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/RS_ZNB8_23e14c3f/hspice_audit/ngspice/audit_amp1p5_edge5_r50.log,0,0.35049853696507927,0.71733122518712,1.1155476844656496e-05,2.4677418724901792e-05,2.937536e-76,-0.6717216500000001,-0.33586082500000003,6.011763e-78,-1.864383e-05,-9.321915e-06,0.0,0.75,0.375,0.0,-1.1221072397744585e-05,-5.6105361988722924e-06,0.6717216500000001,1.864383e-05,0.75,1.1221072397744585e-05,-9.321915e-06,0.35712378158247887,0.71733122518712,1.1409955606017179e-05,2.4677418724901792e-05,0,1,2,3,10.471815054061654,1.0032989951814062,17.85009353771421,9.000099027424634,-9468.516058880248,-8849.994510289574,0,0,0,2,,8.811320105049223,,8.849880540425263,,,,,ok,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/RS_ZNB8_23e14c3f/plots/audit_amp1p5_edge5_r50_hspice_vs_ngspice.png,low,hspice_rx_fall_threshold_ambiguous;hspice_rx_low_swing;hspice_rx_rise_threshold_ambiguous;ngspice_rx_fall_threshold_ambiguous;ngspice_rx_low_swing;ngspice_tx_missing_50pct_crossing,FAIL,tx_active_rmse
